"","isolate_id","cluster_pb2","cluster_pb1","cluster_pa","cluster_ha","cluster_np","cluster_na","cluster_mp","cluster_ns","cluster_profile"
"6117","EPI_ISL_18132287",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6118","EPI_ISL_18132288",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6119","EPI_ISL_18132289",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6120","EPI_ISL_18132290",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6121","EPI_ISL_18132291",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6122","EPI_ISL_18132292",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6123","EPI_ISL_18132293",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6124","EPI_ISL_18132294",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6125","EPI_ISL_18132295",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6126","EPI_ISL_18132296",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6127","EPI_ISL_18132297",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6128","EPI_ISL_18132298",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6129","EPI_ISL_18132299",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6130","EPI_ISL_18132300",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6131","EPI_ISL_18132301",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6132","EPI_ISL_18132302",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6133","EPI_ISL_18132303",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6134","EPI_ISL_18132304",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6135","EPI_ISL_18132305",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6136","EPI_ISL_18132306",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6137","EPI_ISL_18132307",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6138","EPI_ISL_18132308",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6139","EPI_ISL_18132309",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6140","EPI_ISL_18132310",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6141","EPI_ISL_18132311",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6142","EPI_ISL_18132312",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6143","EPI_ISL_18132313",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6144","EPI_ISL_18132314",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6145","EPI_ISL_18132315",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6146","EPI_ISL_18132316",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6147","EPI_ISL_18132317",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6148","EPI_ISL_18132318",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6149","EPI_ISL_18132319",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6150","EPI_ISL_18132320",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6151","EPI_ISL_18132321",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6152","EPI_ISL_18132322",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6153","EPI_ISL_18132323",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6154","EPI_ISL_18132324",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6155","EPI_ISL_18132325",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6156","EPI_ISL_18132326",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6157","EPI_ISL_18132327",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6158","EPI_ISL_18132328",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6159","EPI_ISL_18132329",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6160","EPI_ISL_18132330",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6161","EPI_ISL_18132331",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6162","EPI_ISL_18132332",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6163","EPI_ISL_18132333",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6164","EPI_ISL_18132334",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6165","EPI_ISL_18132335",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6166","EPI_ISL_18132336",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6167","EPI_ISL_18132337",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6168","EPI_ISL_18132338",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6169","EPI_ISL_18132339",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6170","EPI_ISL_18132340",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6171","EPI_ISL_18132341",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6172","EPI_ISL_18132342",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6173","EPI_ISL_18132343",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6174","EPI_ISL_18132344",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6175","EPI_ISL_18132345",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6176","EPI_ISL_18132346",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6177","EPI_ISL_18132347",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6178","EPI_ISL_18132348",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6179","EPI_ISL_18132349",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6180","EPI_ISL_18132350",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6181","EPI_ISL_18132351",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6182","EPI_ISL_18132352",14,32,21,1,14,1,1,2,"14_32_21_1_14_1_1_2"
"6183","EPI_ISL_18132353",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6184","EPI_ISL_18132354",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6185","EPI_ISL_18132355",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6186","EPI_ISL_18132356",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6187","EPI_ISL_18132357",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6188","EPI_ISL_18132358",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6189","EPI_ISL_18132359",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6190","EPI_ISL_18132360",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6191","EPI_ISL_18132361",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6192","EPI_ISL_18132362",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6193","EPI_ISL_18132363",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6194","EPI_ISL_18132364",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6195","EPI_ISL_18132365",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6196","EPI_ISL_18132366",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6197","EPI_ISL_18132367",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6198","EPI_ISL_18132368",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6199","EPI_ISL_18132369",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6200","EPI_ISL_18132370",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6201","EPI_ISL_18132371",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6202","EPI_ISL_18132372",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6203","EPI_ISL_18132373",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6204","EPI_ISL_18132374",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6205","EPI_ISL_18132375",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6206","EPI_ISL_18132376",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6207","EPI_ISL_18132377",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6208","EPI_ISL_18132378",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6209","EPI_ISL_18132379",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6210","EPI_ISL_18132380",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6211","EPI_ISL_18132381",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6212","EPI_ISL_18132382",4,1,5,1,1,1,1,1,"4_1_5_1_1_1_1_1"
"6213","EPI_ISL_18132383",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6214","EPI_ISL_18132384",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6215","EPI_ISL_18132385",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6216","EPI_ISL_18132386",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6217","EPI_ISL_18132387",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6218","EPI_ISL_18132388",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6219","EPI_ISL_18132389",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6220","EPI_ISL_18132390",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6221","EPI_ISL_18132391",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6222","EPI_ISL_18132392",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6223","EPI_ISL_18132393",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6224","EPI_ISL_18132394",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6225","EPI_ISL_18132396",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6226","EPI_ISL_18132397",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6227","EPI_ISL_18132398",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6228","EPI_ISL_18132399",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6229","EPI_ISL_18132400",5,1,1,1,1,1,1,1,"5_1_1_1_1_1_1_1"
"6230","EPI_ISL_18132401",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6231","EPI_ISL_18132402",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6232","EPI_ISL_18132403",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6233","EPI_ISL_18132404",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6234","EPI_ISL_18132405",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6235","EPI_ISL_18132406",2,1,1,1,1,1,1,1,"2_1_1_1_1_1_1_1"
"6236","EPI_ISL_18132407",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6237","EPI_ISL_18132408",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6238","EPI_ISL_18132409",4,5,1,1,1,1,1,1,"4_5_1_1_1_1_1_1"
"6239","EPI_ISL_18132410",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6240","EPI_ISL_18132411",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6241","EPI_ISL_18132412",4,5,5,1,1,1,1,1,"4_5_5_1_1_1_1_1"
"6242","EPI_ISL_18132414",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6243","EPI_ISL_18132415",4,1,1,1,1,1,1,1,"4_1_1_1_1_1_1_1"
"6244","EPI_ISL_18161874",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6245","EPI_ISL_18219237",8,1,1,1,2,1,1,1,"8_1_1_1_2_1_1_1"
"6246","EPI_ISL_18244181",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6247","EPI_ISL_18244493",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6248","EPI_ISL_18244810",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6249","EPI_ISL_18244823",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6250","EPI_ISL_18245197",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6251","EPI_ISL_18245272",1,1,1,1,2,1,1,1,"1_1_1_1_2_1_1_1"
"6252","EPI_ISL_18245273",1,20,2,1,5,1,1,5,"1_20_2_1_5_1_1_5"
"6253","EPI_ISL_18245276",1,1,1,1,2,1,1,1,"1_1_1_1_2_1_1_1"
"6254","EPI_ISL_18245278",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6255","EPI_ISL_18245280",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6256","EPI_ISL_18245281",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6257","EPI_ISL_18245282",1,45,1,1,28,1,1,1,"1_45_1_1_28_1_1_1"
"6258","EPI_ISL_18245287",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6259","EPI_ISL_18245288",12,1,8,1,5,1,1,1,"12_1_8_1_5_1_1_1"
"6260","EPI_ISL_18245289",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6261","EPI_ISL_18245290",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6262","EPI_ISL_18245291",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6263","EPI_ISL_18245292",11,10,1,1,2,1,1,1,"11_10_1_1_2_1_1_1"
"6264","EPI_ISL_18245293",8,7,2,1,5,1,1,6,"8_7_2_1_5_1_1_6"
"6265","EPI_ISL_18245295",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6266","EPI_ISL_18245296",12,1,8,1,5,1,1,1,"12_1_8_1_5_1_1_1"
"6267","EPI_ISL_18245298",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6268","EPI_ISL_18245299",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6269","EPI_ISL_18245301",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6270","EPI_ISL_18245302",1,11,8,1,5,1,1,5,"1_11_8_1_5_1_1_5"
"6271","EPI_ISL_18245303",1,20,2,1,5,1,1,5,"1_20_2_1_5_1_1_5"
"6272","EPI_ISL_18245304",39,11,8,1,5,1,1,1,"39_11_8_1_5_1_1_1"
"6273","EPI_ISL_18245305",12,22,29,1,5,1,1,5,"12_22_29_1_5_1_1_5"
"6274","EPI_ISL_18245306",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6275","EPI_ISL_18245307",1,20,2,1,5,1,1,5,"1_20_2_1_5_1_1_5"
"6276","EPI_ISL_18245308",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6277","EPI_ISL_18245309",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6278","EPI_ISL_18245310",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6279","EPI_ISL_18245312",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6280","EPI_ISL_18245313",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6281","EPI_ISL_18245314",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6282","EPI_ISL_18245315",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6283","EPI_ISL_18245316",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6284","EPI_ISL_18245318",1,20,2,1,5,1,1,5,"1_20_2_1_5_1_1_5"
"6285","EPI_ISL_18245319",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6286","EPI_ISL_18245320",1,20,2,1,5,1,1,5,"1_20_2_1_5_1_1_5"
"6287","EPI_ISL_18245321",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6288","EPI_ISL_18245322",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6289","EPI_ISL_18245323",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6290","EPI_ISL_18245325",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6291","EPI_ISL_18245326",12,11,8,1,5,1,1,5,"12_11_8_1_5_1_1_5"
"6292","EPI_ISL_18245328",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6293","EPI_ISL_18245329",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6294","EPI_ISL_18245330",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6295","EPI_ISL_18245331",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6296","EPI_ISL_18245332",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6297","EPI_ISL_18245333",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6298","EPI_ISL_18245334",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6299","EPI_ISL_18245335",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6300","EPI_ISL_18245336",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6301","EPI_ISL_18245337",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6302","EPI_ISL_18245338",11,11,2,1,5,1,1,6,"11_11_2_1_5_1_1_6"
"6303","EPI_ISL_18245339",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6304","EPI_ISL_18245340",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6305","EPI_ISL_18245341",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6306","EPI_ISL_18245342",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6307","EPI_ISL_18245344",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6308","EPI_ISL_18245345",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6309","EPI_ISL_18245346",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6310","EPI_ISL_18245347",1,11,8,1,5,1,1,5,"1_11_8_1_5_1_1_5"
"6311","EPI_ISL_18245348",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6312","EPI_ISL_18245349",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6313","EPI_ISL_18245350",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6314","EPI_ISL_18245351",1,11,8,1,5,1,1,5,"1_11_8_1_5_1_1_5"
"6315","EPI_ISL_18245352",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6316","EPI_ISL_18245353",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6317","EPI_ISL_18245354",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6318","EPI_ISL_18245355",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6319","EPI_ISL_18245356",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6320","EPI_ISL_18245357",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6321","EPI_ISL_18245358",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6322","EPI_ISL_18245359",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6323","EPI_ISL_18245360",1,11,8,1,5,1,1,1,"1_11_8_1_5_1_1_1"
"6324","EPI_ISL_18245361",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6325","EPI_ISL_18245362",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6326","EPI_ISL_18245363",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6327","EPI_ISL_18245364",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6328","EPI_ISL_18245365",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6329","EPI_ISL_18245366",1,11,8,1,5,1,1,5,"1_11_8_1_5_1_1_5"
"6330","EPI_ISL_18245367",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6331","EPI_ISL_18245368",1,11,8,1,5,1,1,5,"1_11_8_1_5_1_1_5"
"6332","EPI_ISL_18245369",36,33,2,1,5,1,1,6,"36_33_2_1_5_1_1_6"
"6333","EPI_ISL_18245370",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6334","EPI_ISL_18245371",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6335","EPI_ISL_18245372",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6336","EPI_ISL_18245373",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6337","EPI_ISL_18245374",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6338","EPI_ISL_18245375",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6339","EPI_ISL_18245376",11,10,2,1,5,1,1,1,"11_10_2_1_5_1_1_1"
"6340","EPI_ISL_18245377",8,7,1,1,2,1,1,6,"8_7_1_1_2_1_1_6"
"6341","EPI_ISL_18245378",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6342","EPI_ISL_18245379",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6343","EPI_ISL_18245380",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6344","EPI_ISL_18245381",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6345","EPI_ISL_18245382",11,10,2,1,5,1,1,6,"11_10_2_1_5_1_1_6"
"6346","EPI_ISL_18245383",11,10,2,1,5,1,1,1,"11_10_2_1_5_1_1_1"
"6347","EPI_ISL_18245531",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6348","EPI_ISL_18245534",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6349","EPI_ISL_18245535",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"6350","EPI_ISL_18245742",2,1,1,1,20,1,1,1,"2_1_1_1_20_1_1_1"
"6351","EPI_ISL_18245743",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6352","EPI_ISL_18245789",2,22,1,1,20,1,1,1,"2_22_1_1_20_1_1_1"
"6353","EPI_ISL_18245790",2,1,1,1,20,1,1,1,"2_1_1_1_20_1_1_1"
"6354","EPI_ISL_18245811",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6355","EPI_ISL_18245812",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6356","EPI_ISL_18245813",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6357","EPI_ISL_18245814",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6358","EPI_ISL_18245815",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"6359","EPI_ISL_18245816",8,7,1,1,2,1,1,1,"8_7_1_1_2_1_1_1"
"6360","EPI_ISL_18245817",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6361","EPI_ISL_18245818",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6362","EPI_ISL_18255288",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6363","EPI_ISL_18255293",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6364","EPI_ISL_18271509",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6365","EPI_ISL_18271510",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6366","EPI_ISL_18271511",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6367","EPI_ISL_18271512",1,1,2,1,2,1,1,1,"1_1_2_1_2_1_1_1"
"6368","EPI_ISL_18286219",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6369","EPI_ISL_18292952",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6370","EPI_ISL_18292954",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6371","EPI_ISL_18292955",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6372","EPI_ISL_18292956",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6373","EPI_ISL_18292957",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6374","EPI_ISL_18292958",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6375","EPI_ISL_18292959",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6376","EPI_ISL_18292960",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6377","EPI_ISL_18292961",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6378","EPI_ISL_18292962",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6379","EPI_ISL_18292963",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6380","EPI_ISL_18292965",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6381","EPI_ISL_18292966",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6382","EPI_ISL_18292967",1,1,4,1,4,1,1,4,"1_1_4_1_4_1_1_4"
"6383","EPI_ISL_18310942",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6384","EPI_ISL_18310957",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6385","EPI_ISL_18310959",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6386","EPI_ISL_18310960",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6387","EPI_ISL_18310961",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6388","EPI_ISL_18310962",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6389","EPI_ISL_18310963",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6390","EPI_ISL_18310964",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6391","EPI_ISL_18310965",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6392","EPI_ISL_18310966",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6393","EPI_ISL_18310967",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
"6394","EPI_ISL_18311014",5,3,1,1,1,1,1,2,"5_3_1_1_1_1_1_2"
